,id,A,B,C,D,lab
698,698,a2,21.081,c2,d1,l3
699,699,a2,21.907,c1,d4,l1
700,700,a2,23.255,c1,d1,l2
701,701,a1,23.723,c1,d4,l3
702,702,a2,19.494,c1,d4,l3
703,703,a2,12.636,c2,d1,l1
704,704,a1,24.412,c3,d3,l3
705,705,a1,1.855,c2,d3,l3
706,706,a1,12.162,c3,d1,l3
707,707,a2,18.035,c3,d2,l3
708,708,a1,16.414,c3,d4,l3
709,709,a2,7.611,c3,d1,l3
710,710,a1,9.95,c2,d2,l1
711,711,a1,3.723,c3,d4,l3
712,712,a1,14.943,c1,d1,l3
713,713,a2,28.743,c2,d2,l1
714,714,a1,24.639,c1,d1,l1
715,715,a1,10.236,c1,d3,l3
716,716,a1,17.055,c2,d3,l1
717,717,a2,2.078,c3,d1,l3
718,718,a1,29.023,c1,d3,l2
719,719,a2,27.92,c2,d3,l3
720,720,a1,26.13,c2,d1,l1
721,721,a2,15.163,c1,d2,l3
722,722,a2,10.869,c2,d2,l1
723,723,a1,21.219,c2,d1,l1
724,724,a1,8.572,c3,d4,l1
725,725,a2,28.54,c1,d1,l1
726,726,a1,20.233,c2,d2,l2
727,727,a1,14.218,c1,d3,l1
728,728,a1,6.019,c1,d3,l3
729,729,a2,25.029,c3,d1,l2
730,730,a1,6.731,c2,d4,l1
731,731,a1,0.475,c2,d2,l1
732,732,a1,7.148,c1,d4,l2
733,733,a1,5.14,c3,d1,l3
734,734,a2,20.638,c2,d1,l2
735,735,a2,20.392,c1,d1,l1
736,736,a2,13.986,c1,d4,l3
737,737,a1,24.788,c2,d4,l1
738,738,a1,13.369,c3,d4,l3
739,739,a2,23.9,c1,d4,l2
740,740,a1,11.211,c1,d1,l2
741,741,a1,12.689,c2,d1,l2
742,742,a1,26.863,c2,d3,l3
743,743,a2,2.168,c2,d1,l2
744,744,a1,9.044,c2,d3,l3
745,745,a2,8.671,c1,d1,l3
746,746,a2,23.034,c3,d4,l1
747,747,a1,1.604,c3,d1,l1
748,748,a1,1.499,c2,d4,l1
749,749,a1,5.224,c2,d1,l1
750,750,a1,18.952,c1,d4,l3
751,751,a2,10.761,c2,d1,l1
752,752,a1,16.325,c3,d3,l1
753,753,a1,21.493,c2,d3,l1
754,754,a2,17.859,c1,d2,l2
755,755,a1,24.498,c2,d2,l3
756,756,a1,28.281,c1,d1,l1
757,757,a2,9.821,c1,d2,l3
758,758,a2,18.939,c2,d2,l2
759,759,a2,9.739,c2,d1,l3
760,760,a1,13.559,c1,d2,l3
761,761,a1,12.512,c3,d4,l3
762,762,a2,10.368,c3,d1,l3
763,763,a1,9.263,c1,d3,l1
764,764,a2,5.03,c2,d2,l3
765,765,a1,11.036,c1,d3,l1
766,766,a2,10.987,c1,d1,l1
767,767,a2,4.179,c3,d2,l1
768,768,a1,5.183,c3,d1,l2
769,769,a1,26.413,c3,d2,l3
770,770,a2,9.772,c1,d4,l2
771,771,a1,18.994,c3,d3,l2
772,772,a1,13.341,c1,d3,l2
773,773,a1,25.425,c2,d3,l3
774,774,a2,11.056,c1,d4,l1
775,775,a2,6.664,c3,d3,l3
776,776,a1,24.802,c1,d3,l2
777,777,a2,16.342,c3,d4,l3
778,778,a2,14.111,c1,d1,l1
779,779,a1,5.219,c2,d3,l1
780,780,a2,16.616,c3,d1,l2
781,781,a2,10.385,c3,d1,l3
782,782,a2,27.224,c3,d2,l1
783,783,a2,25.815,c2,d2,l2
784,784,a2,24.119,c2,d1,l1
785,785,a2,18.047,c2,d3,l2
786,786,a1,0.031,c3,d3,l3
787,787,a2,0.552,c3,d1,l2
788,788,a1,29.547,c2,d3,l1
789,789,a2,26.473,c3,d3,l1
790,790,a1,25.313,c1,d3,l1
791,791,a1,21.211,c1,d1,l1
792,792,a2,19.437,c1,d4,l3
793,793,a1,4.728,c1,d4,l2
794,794,a1,21.34,c2,d1,l1
795,795,a1,6.244,c2,d2,l2
796,796,a1,20.424,c2,d1,l2
797,797,a2,5.594,c2,d2,l3
798,798,a2,7.794,c3,d4,l1
799,799,a1,9.815,c1,d4,l1
800,800,a2,14.722,c3,d3,l1
801,801,a1,10.497,c3,d4,l1
802,802,a1,21.639,c1,d4,l2
803,803,a1,5.151,c3,d4,l2
804,804,a2,7.97,c2,d3,l2
805,805,a2,24.956,c3,d2,l1
806,806,a2,17.927,c1,d4,l3
807,807,a1,1.032,c3,d3,l1
808,808,a2,1.304,c1,d2,l1
809,809,a2,25.675,c3,d4,l1
810,810,a1,10.803,c3,d2,l2
811,811,a2,12.456,c1,d4,l2
812,812,a1,0.643,c2,d4,l2
813,813,a2,8.807,c3,d4,l1
814,814,a1,7.076,c1,d4,l2
815,815,a1,25.951,c1,d3,l1
816,816,a1,5.609,c2,d4,l3
817,817,a2,16.298,c3,d2,l2
818,818,a1,11.986,c2,d2,l1
819,819,a2,18.316,c3,d3,l1
820,820,a2,1.268,c2,d2,l2
821,821,a2,13.552,c2,d2,l1
822,822,a2,14.204,c2,d2,l3
823,823,a1,10.649,c3,d2,l2
824,824,a2,7.597,c2,d1,l2
825,825,a1,7.399,c3,d3,l1
826,826,a2,6.942,c3,d2,l1
827,827,a2,28.543,c3,d1,l2
828,828,a1,25.156,c1,d1,l3
829,829,a2,0.868,c1,d2,l3
830,830,a2,4.422,c2,d3,l1
831,831,a2,24.146,c2,d3,l2
832,832,a2,11.258,c3,d1,l1
833,833,a2,19.358,c3,d4,l1
834,834,a2,25.843,c3,d1,l1
835,835,a2,0.784,c1,d3,l3
836,836,a2,5.771,c1,d1,l3
837,837,a1,19.733,c3,d3,l2
838,838,a1,26.184,c2,d1,l2
839,839,a2,22.674,c3,d1,l3
840,840,a1,15.719,c3,d2,l2
841,841,a2,21.428,c3,d4,l3
842,842,a2,7.978,c1,d2,l1
843,843,a1,7.106,c1,d3,l1
844,844,a1,13.856,c2,d3,l2
845,845,a1,17.073,c3,d3,l3
846,846,a2,24.007,c2,d3,l2
847,847,a2,21.801,c3,d3,l3
848,848,a1,19.454,c3,d1,l2
849,849,a2,26.221,c3,d1,l2
850,850,a2,27.669,c1,d2,l3
851,851,a2,29.428,c2,d3,l1
852,852,a2,7.899,c1,d3,l2
853,853,a1,19.408,c1,d1,l2
854,854,a2,19.811,c1,d3,l2
855,855,a1,11.123,c3,d3,l3
856,856,a1,12.126,c2,d2,l3
857,857,a1,24.29,c1,d3,l2
858,858,a2,0.977,c2,d3,l3
859,859,a1,12.322,c3,d1,l3
860,860,a2,9.73,c1,d3,l1
861,861,a2,8.138,c2,d3,l1
862,862,a1,6.804,c3,d1,l3
863,863,a1,7.632,c1,d4,l1
864,864,a2,11.328,c2,d2,l3
865,865,a2,23.018,c3,d4,l3
866,866,a2,18.264,c1,d1,l3
867,867,a2,22.64,c2,d1,l1
868,868,a1,18.768,c3,d4,l3
869,869,a2,14.716,c1,d4,l1
870,870,a1,20.866,c2,d2,l3
871,871,a1,10.649,c2,d3,l3
872,872,a1,11.042,c2,d1,l1
873,873,a1,19.93,c2,d3,l1
874,874,a1,17.478,c3,d2,l3
875,875,a1,27.099,c2,d1,l1
876,876,a2,27.004,c3,d2,l3
877,877,a1,18.757,c3,d1,l2
878,878,a1,29.42,c1,d2,l2
879,879,a1,17.81,c2,d1,l1
880,880,a1,15.157,c2,d1,l1
881,881,a1,3.424,c2,d4,l1
882,882,a2,27.457,c2,d2,l1
883,883,a1,6.38,c3,d3,l3
884,884,a2,28.667,c2,d2,l2
885,885,a2,3.325,c1,d3,l1
886,886,a1,25.016,c2,d2,l1
887,887,a1,3.052,c3,d2,l2
888,888,a2,23.061,c2,d1,l3
889,889,a1,16.2,c2,d3,l3
890,890,a1,4.068,c1,d3,l3
891,891,a2,10.616,c3,d1,l1
892,892,a1,23.428,c2,d2,l1
893,893,a1,17.263,c1,d4,l2
894,894,a2,19.483,c2,d3,l3
895,895,a1,6.648,c1,d3,l1
896,896,a1,28.919,c3,d2,l1
897,897,a2,11.288,c3,d3,l3
898,898,a1,25.517,c1,d4,l2
899,899,a1,21.668,c2,d2,l3
900,900,a2,25.243,c1,d2,l2
901,901,a1,22.787,c3,d2,l3
902,902,a2,20.132,c3,d3,l1
903,903,a2,9.628,c3,d4,l1
904,904,a1,23.899,c3,d4,l1
905,905,a2,9.427,c2,d3,l2
906,906,a1,9.433,c1,d2,l2
907,907,a2,12.159,c1,d2,l1
908,908,a2,5.288,c2,d4,l1
909,909,a2,23.132,c3,d3,l1
910,910,a1,4.583,c2,d1,l2
911,911,a1,17.682,c2,d4,l1
912,912,a1,1.881,c1,d3,l2
913,913,a1,7.171,c2,d2,l2
914,914,a1,19.935,c2,d4,l2
915,915,a1,14.826,c1,d1,l1
916,916,a1,8.74,c2,d1,l1
917,917,a2,4.888,c3,d4,l1
918,918,a1,2.582,c3,d1,l3
919,919,a1,13.093,c1,d2,l1
920,920,a1,9.094,c1,d4,l2
921,921,a2,7.75,c2,d2,l2
922,922,a2,5.201,c1,d4,l1
923,923,a1,18.966,c2,d2,l3
924,924,a2,2.087,c3,d4,l3
925,925,a1,6.354,c2,d3,l3
926,926,a2,5.144,c2,d3,l1
927,927,a2,5.505,c3,d3,l2
928,928,a1,1.453,c2,d1,l1
929,929,a2,7.253,c1,d2,l2
930,930,a2,13.357,c2,d4,l2
931,931,a2,19.373,c2,d3,l2
932,932,a2,0.694,c1,d1,l2
933,933,a1,19.399,c3,d3,l3
934,934,a1,4.534,c3,d4,l1
935,935,a2,10.348,c1,d2,l2
936,936,a2,9.234,c2,d2,l1
937,937,a1,29.864,c2,d3,l2
938,938,a2,24.285,c3,d1,l2
939,939,a1,21.753,c1,d2,l3
940,940,a2,7.446,c1,d3,l1
941,941,a2,26.865,c2,d3,l2
942,942,a1,12.86,c2,d1,l3
943,943,a2,6.518,c3,d2,l2
944,944,a2,22.006,c3,d4,l2
945,945,a2,19.234,c3,d1,l3
946,946,a2,9.325,c3,d1,l1
947,947,a1,13.72,c2,d4,l2
948,948,a2,12.824,c1,d4,l3
949,949,a2,21.454,c1,d1,l2
950,950,a1,24.821,c2,d2,l1
951,951,a2,11.028,c2,d1,l2
952,952,a2,0.237,c3,d4,l1
953,953,a1,26.274,c1,d4,l3
954,954,a2,7.291,c1,d1,l3
955,955,a1,14.574,c1,d3,l3
956,956,a1,22.935,c3,d1,l3
957,957,a1,15.833,c2,d1,l3
958,958,a2,15.969,c1,d3,l3
959,959,a2,4.63,c2,d4,l2
960,960,a2,9.971,c1,d1,l2
961,961,a1,25.352,c2,d3,l2
962,962,a2,24.393,c1,d2,l2
963,963,a2,0.234,c2,d4,l1
964,964,a1,20.424,c1,d2,l2
965,965,a1,16.098,c1,d1,l1
966,966,a1,6.352,c2,d3,l3
967,967,a1,17.602,c2,d4,l2
968,968,a1,10.007,c1,d4,l3
969,969,a2,14.874,c1,d3,l2
970,970,a1,19.04,c1,d1,l3
971,971,a1,10.702,c1,d2,l1
972,972,a2,7.711,c3,d1,l1
973,973,a1,14.134,c1,d4,l2
974,974,a1,28.466,c3,d4,l2
975,975,a2,11.408,c2,d2,l1
976,976,a2,14.881,c2,d4,l3
977,977,a2,28.277,c3,d2,l2
978,978,a2,29.219,c1,d1,l1
979,979,a1,24.863,c2,d3,l1
980,980,a2,22.53,c1,d1,l2
981,981,a1,29.209,c2,d4,l1
982,982,a1,6.182,c1,d2,l1
983,983,a2,23.229,c1,d3,l1
984,984,a2,18.913,c2,d2,l1
985,985,a2,29.119,c2,d1,l1
986,986,a1,21.671,c1,d2,l1
987,987,a1,19.847,c3,d1,l1
988,988,a1,7.449,c1,d1,l1
989,989,a1,3.299,c2,d1,l1
990,990,a1,18.712,c3,d4,l1
991,991,a1,3.992,c3,d1,l1
992,992,a1,5.853,c2,d3,l1
993,993,a2,23.875,c1,d1,l2
994,994,a2,10.102,c3,d3,l1
995,995,a1,14.672,c3,d1,l2
996,996,a1,11.013,c2,d1,l1
997,997,a1,17.988,c1,d4,l1
998,998,a1,26.274,c1,d4,l1
999,999,a1,10.188,c3,d1,l2
